,id,title,artist,danceability,energy,key,loudness,modal,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sentiments,no_of_tags
470,7fCy0hgJzZGTNPj6MHEhqd,Gdy wszystko się zdarzy,Grzegorz Turnau,0.644,0.469,1,-9.456,1,0.727,0.000218,0.0303,0.512,144.943,241333,4,positive,1
471,1XUC4ewfB9AErhlZXdYXcI,Beat the Odds,Lil B,0.341,0.713,1,-2.493,1,0.0241,0.0,0.0912,0.268,151.788,206042,4,positive,2
472,2uTt77YnFNkSwMXB4Azy7A,Taistelun arvoinen,Soul Captain Band,0.784,0.745,2,-5.578,1,0.00672,0.000135,0.159,0.822,81.018,302400,4,positive,1
473,5mgPiGkQdSs4bBMBsx6c72,Novo Tempo,Ivan Lins,0.532,0.295,11,-15.456,1,0.795,0.105,0.0952,0.154,106.043,351573,4,positive,1
474,0maDSSVYa91H7WoqZiv4rz,The Joker (Fatboy Slim Remix),Fatboy Slim,0.677,0.82,5,-12.014,1,0.00052,0.819,0.704,0.665,176.019,338187,4,positive,1
475,777KUWFZtPOKstIrpF5PM3,Anything is Possible,Journey,0.528,0.868,9,-4.112,1,0.0155,1.31e-06,0.238,0.521,91.995,321267,4,positive,3
476,2ArOZ79GGUyohsFQSgYzRV,Smoke On The Water,Mattias IA Eklundh,0.517,0.854,5,-6.292,1,0.00667,0.72,0.352,0.928,164.636,224213,4,positive,2
477,1zC8E2YXI5dxp1ieHXoxZk,Гончая,Каста,0.613,0.814,10,-7.129,0,0.293,0.0,0.902,0.684,95.179,222600,4,positive,1
478,0RDi236V05hmY2eHT2ZAGw,Groovejet,Sophie Ellis-Bextor,0.622,0.884,9,-4.966,0,0.000963,1.6e-06,0.97,0.568,122.997,239653,4,positive,2
479,6nkXLaXEV6g1gFHVAmhAiv,Doctor Monroe,Casey Dienel,0.654,0.373,2,-8.98,1,0.625,0.000743,0.0875,0.571,126.888,274280,4,positive,2
480,68N56EeAbngphvxoM2rhCu,I Don't Want To Forget How To Jive,Thin Lizzy,0.688,0.586,0,-15.808,1,0.929,0.83,0.16,0.951,138.921,116293,4,positive,2
481,0Jjt7NxC7hlYJVP7yGjBM7,Chicago,Claro Intelecto,0.804,0.686,11,-8.817,0,0.00105,0.697,0.063,0.0356,120.005,322040,4,positive,2
482,7sIKRKQKQnagcXGBjnH61U,Guaglione,Marino Marini,0.49,0.187,8,-17.207,1,0.981,0.0323,0.121,0.631,164.643,195747,4,positive,1
483,0t8Rh4SjOS0cp8E8moGwAq,"The Hives Are Law, You Are Cri",The Hives,0.666,0.537,11,-9.33,0,0.00791,0.0313,0.218,0.964,147.452,149173,4,positive,1
484,4ujgBFDg5kc1XOrRkn3ooa,Dear God,FM Static,0.661,0.604,0,-6.041,1,0.0747,0.0,0.224,0.517,81.005,227323,4,positive,1
485,6XQOBZaaz3sig7fsCXiPAU,Fehler,Grossstadtgeflüster,0.708,0.875,6,-5.147,0,0.0896,0.0202,0.348,0.672,106.028,234893,4,positive,1
486,2BSYHpVaXcFB3otie7Cg8m,Leaving You Behind (Without Knowing Where to Go),Herrmann & Kleine,0.299,0.918,7,-7.3,1,0.125,0.0043,0.169,0.0531,121.375,345627,4,positive,3
487,066F1zKpnTDjGDoRuhOg7V,In my dreams,Mika Urbaniak,0.78,0.532,9,-6.812,0,0.533,0.0,0.0505,0.665,105.116,225307,4,positive,1
488,0jdsdlhKG4VcDxT2WKKZfl,7x70,Chris August,0.448,0.615,0,-6.088,1,0.222,0.0,0.112,0.203,129.957,236947,4,positive,1
489,39avxxPoq5wxtcliB500bU,Times,Roberto Cacciapaglia,0.545,0.543,2,-9.258,1,0.739,0.893,0.213,0.35,118.089,221853,4,positive,1
490,4wg5o9inXZWwkqgDgcNjZD,Another Falling Star,Peter Cincotti,0.389,0.397,5,-7.669,1,0.411,0.0,0.101,0.23,177.305,278173,3,positive,3
491,1EmGt31vq6F91Jtr4ktD5T,Balancê,Sara Tavares,0.727,0.73,4,-8.735,0,0.771,0.00606,0.143,0.782,84.857,272373,4,positive,1
492,3q4axq6tRapJ7B7v39afiq,London Telecommunicating,The Polish Ambassador,0.602,0.82,4,-7.672,0,0.000547,0.827,0.302,0.815,62.509,199987,4,positive,1
493,2j6siQmk1JoJlOwfHO1P8N,Reasons,Thermostatic,0.606,0.988,7,-3.51,1,0.0245,0.74,0.0494,0.647,101.985,195513,4,positive,1
494,3OFQJ5xVqQMaC4lTXi8VVb,This Sandy Piece,To Rococo Rot,0.64,0.613,8,-11.839,1,0.684,0.819,0.0925,0.357,102.211,245306,4,positive,2
495,0axx1CL1xLrcgZAp0J9WjN,Bouncing Off the Ceiling (Upside Down),A*Teens,0.708,0.608,9,-8.885,1,0.188,0.0024,0.254,0.897,121.997,193091,4,positive,1
496,11MTFV1kvKwFbmy3GE3cMS,Open Up Your Heart And Let The Sun Shine In,Frente!,0.481,0.523,4,-9.287,1,0.74,7.97e-05,0.0922,0.799,98.357,211440,4,positive,4
497,2cTDAjspaQQ7NLyEGZ6JT8,Unusually Unusual,Lonestar,0.582,0.766,10,-6.972,1,0.0538,0.0,0.0794,0.548,147.338,215867,4,positive,1
498,5c29By1bPzH12JD2byRaG6,Drink To Better Days,Mutiny,0.456,0.833,9,-6.807,0,0.319,0.00128,0.274,0.718,170.873,318747,4,positive,1
499,4QcDORCh0rl0WJyRuXKLR3,New York,Montt Mardié,0.741,0.808,9,-5.273,1,0.599,4.33e-05,0.122,0.702,125.928,166707,4,positive,2
500,2mZ9UMXGpZpTbwkb0LipCB,Thank You Lord,The Wailers,0.663,0.346,7,-16.071,1,0.752,1.13e-05,0.54,0.961,124.888,200400,4,positive,1
501,0ncJc2etajSnxGqXaWbAhx,City Blues (Live),Beginner,0.677,0.76,2,-8.12,1,0.0839,0.0,0.961,0.698,91.095,271333,4,positive,1
502,0ckws5EwmJ6hZ6IjvCJ4uo,Infiltrating the UN,The Polish Ambassador,0.519,0.839,1,-5.299,1,0.122,0.853,0.295,0.937,219.972,192067,4,positive,5
503,6eaURwVKMgXea2TQ24SJB5,Quia Respexit,Paul Schwartz,0.165,0.775,9,-9.561,1,0.0252,0.125,0.0728,0.124,94.945,411427,4,positive,3
504,049NGkM7tRrzOgh4iM2u8j,Photosynthesis,The Hot Toddies,0.585,0.747,2,-5.362,1,0.00523,3.53e-05,0.128,0.903,86.675,136053,4,positive,2
505,17sBLIt02NAx0tpLLfV2Zj,Que Palique,Sergent Garcia,0.728,0.452,5,-10.203,0,0.0855,0.0,0.268,0.791,140.54,284677,4,positive,1
506,1zKmJBq5Ks6w9r4S9ML8Ae,Salvation,Engel,0.473,0.989,10,-5.709,0,1.78e-05,0.127,0.215,0.0395,109.953,240227,3,positive,1
507,2jv9Oi90xTAvsF4j2M60a2,Suprematie,Tryo,0.62,0.715,4,-7.578,1,0.802,0.00727,0.799,0.868,94.829,328960,4,positive,4
508,512NFGASHDBSkze8bFTZHp,Why Does Love Do This To Me,The Exponents,0.65,0.624,2,-10.106,1,0.16,0.000479,0.0912,0.573,128.268,205733,4,positive,2
509,01uA78WEGTssuFwCmV2XJu,Brand New Day,Eurythmics,0.337,0.638,5,-6.287,1,0.651,0.0,0.104,0.575,156.583,220320,4,positive,2
510,1Zl1vuEh6oHwgcLgHUpdLU,Influência Do Jazz,Tamba Trio,0.572,0.422,8,-14.233,1,0.722,0.932,0.175,0.889,110.716,147080,4,positive,2
511,5KDUQrQyerO1dvMJCeB9Ub,My Love,Meitz,0.725,0.508,0,-10.232,1,0.638,0.015,0.101,0.411,127.005,383627,4,positive,3
512,1XEm78unPhPYaaXJs6FYrv,Desert Rose (Melodic Club Mix),Sting,0.615,0.833,8,-10.296,1,0.0807,0.00758,0.118,0.827,127.974,286227,4,positive,4
513,3Yt7VAa3rEnBzkcqghzzAj,Far Away,Thermostatic,0.744,0.625,10,-5.307,1,0.0372,0.00334,0.0788,0.668,119.999,222849,4,positive,1
514,3MHWxsbxLjy2IKD8gXSvt8,It's Fun,Tom Cloud,0.568,0.732,7,-4.689,1,0.0659,0.0,0.08,0.885,102.256,121787,4,positive,6
515,3BoejiYu9lg8yglzrbtIK2,White Hands,The Supermen Lovers,0.812,0.63,3,-4.819,1,0.000211,0.768,0.0801,0.91,123.045,300040,4,positive,1
516,5VLBcScfU2HhPOBTJ5u0c4,Spirit,"Earth, Wind & Fire",0.334,0.331,6,-12.668,1,0.878,8.58e-05,0.103,0.156,120.009,192640,4,positive,2
517,70kvf1cmSjTU6o950rrsEb,Mind the Gap,Nabiha,0.598,0.816,10,-5.968,1,0.00739,0.0,0.421,0.743,90.014,166027,4,positive,4
518,5a2VJaqGmu2AnaetPYysXX,The Redeemer,Sanctus Real,0.531,0.728,8,-5.447,1,0.00195,0.0,0.12,0.28,130.248,225720,4,positive,1
519,59oaowtnqLKFs3vikS0Cn9,Breathe (2 am) (acoustic),Anna Nalick,0.449,0.399,9,-8.698,1,0.747,0.0,0.122,0.613,81.625,256787,4,positive,1
520,2tDHK90w43r4yqn5ZvHnhn,The Atheist's Burden,Disco Inferno,0.421,0.631,0,-13.1,1,0.000319,2.86e-05,0.116,0.497,126.422,237453,4,positive,3
521,6VIDUhSz3Lq52lIdP6thNW,Rudolph the Red Nosed Reindeer,Perry Como,0.668,0.285,10,-12.031,1,0.82,0.0,0.281,0.556,140.264,166933,4,positive,1
522,5h3bRyMoicqIeXOyV3JmUX,SUMMER PARADE,DEPAPEPE,0.613,0.913,4,-5.766,1,0.4,0.931,0.0446,0.7,127.061,202867,4,positive,2
523,4h30dmm60idPeLs5Wjolrc,"Call Me, Beep Me! (Tony Phillips remix)",Christina Milian,0.737,0.895,7,-5.258,1,0.119,0.0085,0.0776,0.886,128.024,281600,4,positive,2
524,0VwavJHr7O1yHBwQ7VtJVr,Milonga Sentimental,Otros Aires,0.711,0.866,5,-4.555,1,0.725,1.55e-06,0.875,0.87,100.029,233307,4,positive,2
525,5fuVnHrqJx3LiVpmqI0ET7,Scatman's World (Single Mix),Scatman John,0.707,0.901,11,-9.76,0,0.0729,8.25e-06,0.0947,0.924,147.024,223827,4,positive,4
526,3TzANEMxjvCydVPtaOW4Xe,Liebe Liese,Dead to Me,0.524,0.944,4,-5.057,1,0.0103,0.0,0.204,0.851,96.469,121693,4,positive,1
527,0YpRJMiRYnpl4FeGImnGvr,Why You Hate the Game,The Game,0.517,0.87,10,-5.049,0,0.0708,0.0,0.132,0.379,81.901,562093,4,positive,2
528,1PAeHhfOkZAYbSXSIRSTFq,Why Not (Remix 2005),Hilary Duff,0.564,0.881,4,-4.567,1,0.026,0.0,0.0927,0.602,113.002,179347,4,positive,2
529,4HPLHh1xFc9RUiBnHKHsFg,Ready for the Floor (Radio Edit),Hot Chip,0.758,0.752,4,-5.508,1,0.00997,5.44e-06,0.0701,0.93,129.012,202162,4,positive,1
530,4oXG2N3ITq1U6BE2R8wAvF,Stand Up,Underworld,0.663,0.892,7,-10.428,1,0.0491,0.0,0.321,0.637,119.917,231195,4,positive,1
531,72RtoI2KgkZK3vnH6EaSrF,The Other Way Round,Gabin,0.712,0.881,9,-8.16,0,0.277,0.0,0.264,0.944,75.986,249480,4,positive,2
532,6p8gRKenJnzXahkmdNv4jE,FOREVER YOURS,Every Little Thing,0.6,0.96,8,-3.607,1,0.0137,8.14e-06,0.26,0.777,135.435,296280,4,positive,1
533,0EQGoaWOB8wyQXH5PlugCc,The Train Is Coming,Shaggy,0.751,0.487,7,-15.443,1,0.127,0.0,0.0832,0.624,97.043,222400,4,positive,1
534,69ZdFqaGCCw96ujeqW3oXy,The Other Day I Met a Bear,Barenaked Ladies,0.639,0.823,9,-5.9,1,0.118,0.0,0.268,0.903,135.966,140427,4,positive,1
535,4WZb6UurjjVs2W6ClgwirI,Hell Broke Luce,Tom Waits,0.617,0.995,0,-5.922,1,0.546,8.01e-05,0.282,0.298,80.017,236067,4,angry,4
536,6SXmPZBeILQOR5zdQbkm47,Dog Faced Boy,Eels,0.659,0.926,4,-5.836,1,0.164,0.00469,0.0822,0.512,119.012,197067,4,angry,2
537,4KwBfWIgYAFCQQgXTAVZyw,Feel,Stereophonics,0.351,0.8,7,-3.706,0,0.0773,0.000772,0.151,0.0783,142.068,224933,4,angry,3
538,3TZrBEUWCkRzFQs5FJME4b,Lovebites And Razorlines,Glassjaw,0.304,0.944,9,-4.241,1,0.000167,0.0,0.343,0.564,93.311,249467,4,angry,2
539,4s85V8jg9bOfylFEaVLyqS,Cosmopolitan Blood Loss,Glassjaw,0.292,0.902,9,-7.353,1,7.03e-06,8.02e-06,0.375,0.27,93.101,183893,4,angry,1
540,5QDhEhYNuJlmSkc1zm5X0y,Punker Plus,Le Tigre,0.838,0.933,11,-3.205,1,0.0799,0.0,0.0257,0.944,91.827,130907,4,angry,3
541,1oditvPc1cjhCleCocVlhu,Choke Me,The Used,0.328,0.986,0,-2.976,1,0.00352,0.0,0.643,0.207,92.205,120640,4,angry,4
542,0bE5gJJno8d6jBLgqHmx7k,Lightnin' Hopkins,R.E.M.,0.557,0.735,1,-9.982,0,0.00018,0.182,0.0495,0.705,131.426,201267,4,angry,2
543,0eZ6XqrsqUcEKYbLx8zkU3,The Waitress,Tori Amos,0.598,0.394,7,-10.538,1,0.753,2.93e-05,0.148,0.444,133.589,190320,4,angry,9
544,1pkb7eplZ7xGrijYN0FyUh,Spent The Day In Bed,Morrissey,0.612,0.598,1,-6.871,1,0.00737,9.84e-05,0.181,0.569,88.017,211280,4,angry,4
545,7LjFcq4C2NGlXrSadUma79,Gravel,Ani DiFranco,0.757,0.581,0,-8.922,1,0.311,0.000125,0.0755,0.863,139.175,212133,4,angry,8
546,5mQ6F8LKkOPvzfDukU8Sh0,Trespasses,Converge,0.0771,0.951,11,-3.253,1,1.6e-06,0.728,0.723,0.0987,174.174,163644,4,angry,2
547,7qkg4wiv2zngY250gNOSVA,Stuck Pig,Glassjaw,0.306,0.979,2,-4.171,1,0.00244,4.11e-05,0.697,0.105,144.356,203440,4,angry,4
548,7dJZjbVExc2xjdhJAqgkbv,New Found Power,Damageplan,0.21,0.976,6,-4.928,1,6.61e-05,0.494,0.12,0.677,80.129,205000,3,angry,2
549,3FJQNtWFNNUlF2pi3razfk,Thoughtless,Evanescence,0.431,0.823,9,-6.483,1,0.00102,0.0872,0.769,0.0778,161.938,277107,4,angry,4
550,0lbcZq4CItnajRmqwnCq16,Citronella,Aesop Rock,0.529,0.818,11,-9.383,1,0.242,0.0,0.0786,0.7,84.063,293413,4,angry,2
551,7EMaslxt5uFetZAI94TvSu,You Don't Know Me,Art of Dying,0.46,0.961,11,-3.196,0,0.000156,5.3e-05,0.316,0.542,169.993,185813,4,angry,2
552,4AibvJgB8xAGNgsWtxl3Tk,The Radiator Hums,Cursive,0.436,0.748,10,-5.09,1,0.00255,0.000133,0.0845,0.472,92.97,204200,4,angry,5
553,2kKtO2tLWLc5Twza40TUff,Trainwreck,Banks,0.599,0.834,1,-5.304,1,0.0217,1.93e-06,0.723,0.538,149.971,204680,4,angry,1
554,0AWMwRNXNc0bX2sPLWrxX7,Fillthee,Otep,0.549,0.994,6,-3.978,1,4.79e-05,0.876,0.0673,0.473,120.802,216120,4,angry,3
555,5y6WoLQ8rd1u3cDvndFGlX,Arms Against Atrophy,Titus Andronicus,0.227,0.937,8,-2.139,1,4.34e-05,0.907,0.364,0.362,90.296,315613,4,angry,3
556,1sIQmwbVZAoDKVPUGhhhk1,Who Is Who,Adolescents,0.461,0.956,2,-7.385,0,0.00326,0.0,0.142,0.575,92.262,83693,4,angry,2
557,55W3gbQsbzeUP7uJK28A1K,The New American Way,Dropkick Murphys,0.27,0.964,9,-3.137,1,0.000132,0.000113,0.335,0.478,181.54,212320,4,angry,1
558,15ajHgwqNYTPFlD0ijNqoS,Angry Johnny and the Radio,The Gaslight Anthem,0.372,0.951,7,-3.633,0,0.00527,4.73e-06,0.328,0.477,122.37,180507,4,angry,4
559,0p98N4wJ1jN9q0Yr2b76Md,Covered in Chrome,Violent Soho,0.564,0.753,5,-5.223,1,0.00512,2.43e-06,0.167,0.414,152.064,212547,4,angry,1
560,2oYjBqFcNA07SUj62EkKpY,The Calendar Hung Itself...,Bright Eyes,0.4,0.888,4,-6.17,0,0.00108,0.0,0.0874,0.569,113.392,235973,4,angry,8
561,0HLrgX6j6ubJ4wh0kzVVwA,Learn To Hate,Silverchair,0.292,0.797,7,-6.588,1,0.000388,5.88e-05,0.0863,0.359,153.318,258467,4,angry,6
562,7nyprGzLfhdp0zJfa0peji,Obsession,Gesaffelstein,0.7,0.712,8,-4.553,1,0.00062,0.0404,0.374,0.0883,100.968,249373,4,angry,2
563,1Cwcwri8fB0Li6PJqgBX2I,Kong Unleashed,Misfits,0.267,0.49,10,-12.333,0,0.0877,0.923,0.124,0.418,94.485,45467,4,angry,1
564,4wGaMOlUv7j7g2Mlc47k0M,I Don't Wanna Wait,The Veronicas,0.577,0.851,9,-4.035,0,0.0146,0.000105,0.965,0.482,119.995,179013,4,angry,6
565,1PuMbKR2PHJ5jWW5aj1KzX,Government Flu,Dead Kennedys,0.299,0.996,2,-4.905,1,5.35e-05,0.0,0.402,0.155,140.714,124041,4,angry,2
566,0KrHGddsTgJvfdpdLc0vWO,L.A. Girl,Adolescents,0.363,0.954,11,-7.688,1,0.000697,0.0,0.244,0.427,111.509,108933,4,angry,1
567,4xw3c2vupCevlGCCA9DOtg,Eternal,Mushroomhead,0.45,0.939,1,-4.625,1,5.7e-05,0.666,0.684,0.577,178.882,192679,4,angry,2
568,3pTAjWnz0BRJo9odLLQatA,The Life And Death Of Mr. Badmouth,PJ Harvey,0.707,0.369,10,-10.308,1,0.712,0.0358,0.111,0.378,142.054,290640,4,angry,4
569,5PONCrsJnRyMsHBsnUS6I9,Still,Geto Boys,0.687,0.858,7,-6.471,1,0.0141,0.0,0.158,0.398,87.869,239973,4,angry,3
570,660s5fvZVVupYoxBPzS9Ze,Magnet,Bikini Kill,0.191,0.889,4,-5.99,0,0.00056,0.33,0.145,0.48,194.101,86293,4,angry,3
571,44go3ZmDNtKdfCc15IseAx,Shame,System of a Down,0.467,0.849,5,-4.646,1,0.00312,0.045,0.119,0.764,120.229,160667,4,angry,4
572,5w9Er9GISqRrOgugb0kqWE,Fuck You (An Ode to No One),The Smashing Pumpkins,0.215,0.969,1,-6.355,1,3.41e-05,0.781,0.881,0.068,141.89,263293,4,angry,5
573,1esc6EuXlZmtPcSaEolqiU,Gloom and How It Gets That Way,Every Time I Die,0.394,0.994,7,-4.655,1,0.0099,0.0,0.315,0.0916,118.384,117920,4,angry,1
574,3UkYhZrL4RrjQbxxth6uQ0,Pancake,Tori Amos,0.592,0.55,2,-9.097,0,0.8,0.00364,0.114,0.573,133.952,234827,4,angry,10
575,4LI8G8V0gsfbi5wBJETAWW,Every Breath Is A Bomb,The Blood Brothers,0.342,0.965,8,-4.809,1,0.0212,1.76e-05,0.355,0.372,148.299,285040,4,angry,3
576,1CFRJ8223pGmAL82T1oZvi,Shame,Stabbing Westward,0.489,0.863,9,-7.085,1,3.77e-05,0.0186,0.35,0.196,108.415,291827,4,angry,7
577,7xW0HBZi5iFrwuKQ5pmP5C,Babe,Glassjaw,0.287,0.983,9,-5.137,0,6.92e-05,3.1e-05,0.169,0.37,104.52,103373,4,angry,2
578,3niScmEbYGKZSIrLxRZRkW,Take It or Leave It,The Rolling Stones,0.646,0.54,5,-12.483,0,0.153,6.63e-05,0.285,0.753,104.4,166213,4,angry,5
579,78EGz1N277AgdqBDpiehpD,Fear of Dying,Jack Off Jill,0.385,0.97,7,-3.504,1,1.33e-05,0.00169,0.118,0.649,187.658,164629,4,angry,7
580,3OJVrGpVbq0KD6j0NMOrlA,Sugar,Bikini Kill,0.407,0.977,7,-7.203,1,5.85e-06,0.514,0.309,0.401,134.027,142533,4,angry,1
581,2nJ4y4XFQx34TFO02aotaP,Rats! Rats! Rats!,Deftones,0.201,0.929,4,-4.603,1,4.46e-06,0.876,0.369,0.392,82.094,240840,5,angry,4
582,3fmDLAPVx4GiDtnPyDcqxO,Sugar Skulls,Envy on the Coast,0.54,0.549,2,-5.56,1,0.00123,0.0,0.0791,0.369,93.035,191160,4,angry,3
583,0owm8bC565CWVhe4Ph0yNX,Control,Poe,0.408,0.839,10,-6.916,0,0.0933,0.000196,0.685,0.395,161.804,363267,4,angry,8
584,0ORoS4Y3jKjcFM1tCghFaF,Losing Control,This Providence,0.49,0.813,11,-6.677,1,0.000397,0.0,0.0773,0.629,164.948,254480,4,angry,3
585,36DRRyVWwc0aypv0vaS9AL,The Battle of Hampton Roads,Titus Andronicus,0.206,0.847,7,-5.065,1,0.0453,0.000258,0.311,0.147,169.055,841947,4,angry,3
586,5whEXN8r6D7qe9iAIf7A7N,Shame Shame,From First to Last,0.232,0.994,4,-2.701,0,0.000209,0.000108,0.343,0.0494,185.038,215853,3,angry,2
587,2gkTMvu0sq40EvgF3v9dpQ,Chemistry,Jawbreaker,0.342,0.986,11,-5.657,0,7.65e-05,0.00594,0.3,0.436,153.208,234973,4,angry,2
588,4DmbZ96tQFGJKyDfAYe6cQ,Lightning Strikes (Not Once but Twice),The Clash,0.712,0.908,9,-7.556,1,0.00937,1.49e-06,0.0778,0.323,113.365,291587,4,angry,1
589,0qAd2lsI3Wb5sSaOhcsoJV,Not Too Amused,Sebadoh,0.367,0.824,6,-7.783,1,0.399,0.0255,0.107,0.446,105.756,255320,4,angry,2
590,6P2E4QNe99SlxjQDqZrtHW,New Brigade,Iceage,0.169,0.881,11,-3.262,1,0.000238,0.401,0.347,0.228,144.39,135093,4,angry,1
591,4ri8PQB9dbxVtwyFVNb29j,Terminal Illusions,Meshuggah,0.378,0.999,0,-6.485,1,0.00202,0.401,0.268,0.0347,123.848,227227,4,angry,1
592,1iO8y8VhSpT27nCLwyoGuE,Midnight Log,The Clash,0.518,0.86,11,-9.677,0,0.00278,8.78e-05,0.0492,0.864,90.661,129627,4,angry,1
593,5HNWXHeqgZII2dC3YwjUaE,Lil' Putos,Cypress Hill,0.714,0.831,3,-11.812,1,0.017,0.535,0.347,0.578,181.804,220200,4,angry,1
594,0yjiVLQ6qJmbeaaklBFh0V,Cretin Family,Ramones,0.677,0.909,1,-4.598,1,0.000385,0.0,0.256,0.799,101.241,129667,4,angry,1
595,6Sa7qMMmSs7qVtysruF7aR,Molotov,Soulfly,0.244,0.972,1,-5.061,1,2.35e-05,0.00503,0.113,0.274,169.404,117867,4,angry,5
596,5lWxhOZyvgTrCxAbcnCAeB,History's Stranglers,The Bronx,0.394,0.991,11,-3.351,0,3.93e-05,0.00125,0.0563,0.834,97.93,165613,4,angry,2
597,0yK37PGtYHYxB2GVOYgJR2,Brotherly Love,Have Heart,0.353,0.89,4,-4.999,0,0.00837,3.21e-05,0.214,0.26,136.811,170787,4,angry,2
598,4yaKON1eTD49KkW3b1AwPY,When I Am Queen,Jack Off Jill,0.694,0.959,5,-5.492,1,0.00467,0.49,0.421,0.463,100.899,174591,4,angry,7
599,2PyNMajGiD8hWsuPx4owt8,Drink Deep,Rites of Spring,0.347,0.806,2,-6.284,1,0.000147,0.677,0.152,0.374,123.376,295827,4,angry,3
600,2apsFfsxR5nkYkHaDMOs74,Everyone I Went to High School With Is Dead,Mr. Bungle,0.359,0.49,0,-15.543,1,1.62e-05,0.344,0.167,0.335,123.712,165000,4,angry,1
601,5CZFWxX4iw2hFohUsMnVGq,Downed City,Fugazi,0.211,0.847,9,-9.295,1,0.00176,0.288,0.0535,0.173,169.201,174080,4,angry,1
602,1NM2jn3z5dxdUat7qxTZ0T,Not Living,Coal Chamber,0.546,0.874,4,-5.185,0,0.00179,0.000672,0.658,0.483,98.003,231200,4,angry,1
603,2umcmHfT2rJ25R8320AorW,Sofisticated Fuck Princess Please Leave Me Alone,Carissa's Wierd,0.351,0.613,10,-8.936,0,0.871,0.861,0.0738,0.221,134.996,187973,5,angry,2
604,6ApS4uU27SmWkryPXwGZ8x,Save Me From Myself,Head,0.386,0.895,10,-4.851,1,0.00202,2.28e-05,0.177,0.191,76.967,343667,4,angry,2
605,1hKHFbVgr2UnnwpzkbRrZB,White-Knuckle Blackout!,Machine Head,0.449,0.962,0,-3.774,1,0.00232,2.11e-05,0.31,0.466,104.316,194920,4,angry,1
606,0LMQpAwXJ2qMRYoHNHQCip,Hit of the Search Party,Every Time I Die,0.382,0.971,2,-5.078,1,0.00115,0.0,0.236,0.301,96.054,191565,3,angry,1
607,0UwrQ4tgKCsLQoNUK9Dvrl,Nazi Halo,Jack Off Jill,0.454,0.914,7,-2.936,1,4.1e-05,0.0724,0.612,0.636,173.799,161820,4,angry,6
608,7LZN1TG85lyhHCGeXk3NC8,Free Your Hate,KMFDM,0.545,0.975,1,-5.146,1,2.29e-05,0.411,0.237,0.18,139.991,299307,4,angry,3
609,2eCisU4QtPRHUaFj7ZcB98,El Empe,Rishloo,0.276,0.524,6,-6.185,1,0.000543,1.47e-05,0.0995,0.11,123.231,217400,4,angry,8
610,2EaWpwanyHqH1nQBB0eNUi,Devastator,The Blood Brothers,0.266,0.955,0,-5.571,0,0.0144,0.000192,0.112,0.212,104.271,164733,4,angry,4
611,18CrxbPSUzPlibPB7jjsbi,Arpeggiator,Fugazi,0.607,0.875,8,-7.818,1,0.0121,0.907,0.103,0.532,136.311,174200,4,angry,1
612,2VZXxOYZy6nstzcUOlzBkK,Some Red Handed Sleight of Hand,Cursive,0.368,0.934,2,-6.077,0,0.00312,0.0,0.249,0.491,108.147,112800,4,angry,2
613,08hPWkpbfOxuJ7d3qBLfDC,Hands in the Sky (Big Shot),Straylight Run,0.546,0.647,4,-6.524,0,0.26,0.000486,0.113,0.178,112.027,342293,4,angry,7
614,439HsFGrDLVapVGNqGogHn,Under,Filter,0.585,0.848,7,-9.042,1,5.25e-06,0.837,0.1,0.31,120.619,258040,4,angry,2
615,2fpzSINgTCbf4sS7LH39G5,Sag My Pants,Hopsin,0.871,0.567,2,-9.264,1,0.171,0.0,0.0551,0.794,97.422,219089,4,angry,1
616,1EvebP6vQuJ3V1K6hLRx6V,Flesh,Atmosphere,0.814,0.953,1,-2.821,1,0.069,4.44e-06,0.587,0.624,115.597,247800,4,angry,1
617,2WJqLZ2EOysq6m7qpmLzo7,One Seventeen,Transplants,0.506,0.983,5,-2.669,1,0.000601,4.11e-06,0.249,0.41,92.177,121440,4,angry,1
618,4bKDkPCJUrhi0LYudZnkGW,Rape Song,Strapping Young Lad,0.496,0.969,4,-4.77,0,6.21e-05,0.319,0.0922,0.0988,135.903,189067,4,angry,3
619,2MFlSqZ2n3653wPPRsOaa4,Fat Children,Jarvis Cocker,0.398,0.929,4,-3.073,0,4.39e-05,0.0327,0.13,0.555,164.179,205480,4,angry,2
620,2RzlTcvW7Um8GiTTNWhxcr,Caravan,John Wasson,0.423,0.748,8,-9.982,1,0.00605,0.835,0.0754,0.429,104.054,554889,3,angry,1
621,1EqPpTJxzKSSWjx8nAQtmX,Pneumonic,Jakob,0.442,0.398,0,-11.93,0,0.000345,0.906,0.0896,0.0842,77.486,334027,4,angry,2
622,5IJbTPhcj0IjdzUaYqwe2I,STFU,PINK GUY,0.827,0.524,10,-9.819,1,0.552,0.000112,0.198,0.356,136.785,224493,4,angry,2
623,4bQ7jyBTnx33v44yaLtDIC,Haunting Me,Stabbing Westward,0.466,0.933,9,-6.487,1,1.25e-05,0.444,0.48,0.396,94.823,215733,4,angry,3
624,7ePYmW1gXyDXrFLZiyRUTP,What U Want From Me,Cypress Hill,0.683,0.909,4,-3.73,0,0.118,0.0,0.348,0.587,120.184,229533,5,angry,3
625,0YLb6J477uAGTa14lrTaBD,Hate You,Reel Big Fish,0.653,0.984,7,-2.313,1,0.0156,0.0,0.0854,0.885,100.119,244947,4,angry,4
